id,direction,entry_ts,entry_price,sl_price,tp_price,rr_planned,exit_ts,exit_price,outcome
467,SELL,2019-12-02 14:00:00,1457.9,1460.28,1455.36,1.067,2019-12-02 15:00:00,1460.28,SL
468,BUY,2019-12-04 13:00:00,1475.57,1468.3,1483.8,1.132,2019-12-06 15:00:00,1468.3,SL
469,BUY,2019-12-12 02:00:00,1474.61,1469.76,1477.49,0.594,2019-12-12 15:00:00,1477.49,TP
470,BUY,2020-01-07 12:00:00,1565.6,1558.97,1569.66,0.612,2020-01-07 16:00:00,1569.66,TP
471,SELL,2020-01-09 15:00:00,1549.8,1559.37,1544.14,0.591,2020-01-10 17:00:00,1559.37,SL
472,SELL,2020-01-14 11:00:00,1544.03,1549.03,1537.94,1.218,2020-01-15 01:00:00,1549.03,SL
473,SELL,2020-01-15 22:00:00,1556.09,1560.02,1548.97,1.812,2020-01-16 17:00:00,1548.97,TP
474,BUY,2020-01-28 20:00:00,1569.59,1559.7,1576.12,0.66,2020-01-29 21:00:00,1576.12,TP
475,SELL,2020-01-31 18:00:00,1582.64,1595.16,1578.85,0.303,2020-02-03 09:00:00,1578.85,TP
476,SELL,2020-02-06 17:00:00,1563.29,1571.56,1553.14,1.227,2020-02-07 16:00:00,1571.56,SL
477,BUY,2020-02-19 17:00:00,1606.53,1601.19,1609.78,0.609,2020-02-19 21:00:00,1609.78,TP
478,BUY,2020-03-06 18:00:00,1663.36,1637.15,1687.95,0.938,2020-03-06 22:00:00,1687.95,TP
479,SELL,2020-03-09 02:00:00,1700.04,1711.12,1673.81,2.367,2020-03-09 06:00:00,1673.81,TP
480,BUY,2020-03-20 21:00:00,1489.16,1470.68,1499.22,0.544,2020-03-23 02:00:00,1499.22,TP
481,BUY,2020-03-24 06:00:00,1572.43,1560.32,1578.25,0.481,2020-03-24 07:00:00,1560.32,SL
482,SELL,2020-03-24 14:00:00,1597.36,1642.96,1564.39,0.723,2020-03-26 19:00:00,1642.96,SL
483,SELL,2020-04-01 11:00:00,1595.01,1612.69,1586.72,0.469,2020-04-01 15:00:00,1586.72,TP
484,SELL,2020-04-07 03:00:00,1664.38,1679.52,1658.19,0.409,2020-04-07 04:00:00,1658.19,TP
485,BUY,2020-04-14 01:00:00,1716.18,1698.2,1721.62,0.303,2020-04-14 03:00:00,1721.62,TP
486,BUY,2020-05-15 12:00:00,1734.43,1730.28,1737.55,0.752,2020-05-15 13:00:00,1730.28,SL
487,BUY,2020-05-18 21:00:00,1732.24,1711.0,1763.85,1.488,2020-05-26 17:00:00,1711.0,SL
488,BUY,2020-06-05 01:00:00,1714.26,1700.04,1718.88,0.325,2020-06-05 15:00:00,1700.04,SL
489,SELL,2020-06-22 13:00:00,1748.13,1753.34,1745.65,0.476,2020-06-22 15:00:00,1753.34,SL
490,BUY,2020-06-22 19:00:00,1755.06,1746.83,1759.57,0.548,2020-06-23 04:00:00,1759.57,TP
491,BUY,2020-07-09 19:00:00,1799.98,1792.45,1812.12,1.612,2020-07-13 16:00:00,1812.12,TP
492,BUY,2020-07-13 18:00:00,1807.22,1799.84,1809.7,0.336,2020-07-13 19:00:00,1809.7,TP
493,BUY,2020-08-05 04:00:00,2016.52,2000.47,2030.95,0.899,2020-08-05 09:00:00,2030.95,TP
494,BUY,2020-08-11 10:00:00,1995.13,1971.31,2020.31,1.057,2020-08-11 15:00:00,1971.31,SL
495,BUY,2020-08-13 01:00:00,1915.7,1872.89,1946.87,0.728,2020-08-13 17:00:00,1946.87,TP
496,SELL,2020-08-13 21:00:00,1949.77,1988.63,1931.69,0.465,2020-08-17 03:00:00,1931.69,TP
497,SELL,2020-08-20 08:00:00,1943.37,1968.45,1927.58,0.63,2020-08-20 11:00:00,1927.58,TP
498,BUY,2020-08-31 05:00:00,1970.74,1963.02,1973.17,0.315,2020-08-31 09:00:00,1963.02,SL
499,BUY,2020-09-02 20:00:00,1938.4,1923.15,1964.8,1.731,2020-09-03 18:00:00,1923.15,SL
500,BUY,2020-09-15 11:00:00,1963.77,1955.14,1967.53,0.436,2020-09-15 13:00:00,1967.53,TP
501,SELL,2020-09-24 22:00:00,1868.61,1887.89,1855.54,0.678,2020-09-25 13:00:00,1855.54,TP
502,BUY,2020-10-02 12:00:00,1907.49,1890.54,1912.65,0.304,2020-10-05 10:00:00,1890.54,SL
503,SELL,2020-10-07 11:00:00,1889.98,1904.44,1882.72,0.502,2020-10-07 14:00:00,1882.72,TP
504,SELL,2020-10-28 19:00:00,1880.99,1896.68,1871.8,0.586,2020-10-29 13:00:00,1871.8,TP
505,SELL,2020-11-03 12:00:00,1897.01,1906.75,1890.71,0.647,2020-11-03 15:00:00,1906.75,SL
506,BUY,2020-11-12 21:00:00,1876.94,1870.14,1880.35,0.501,2020-11-13 03:00:00,1880.35,TP
507,BUY,2020-11-13 22:00:00,1888.15,1877.27,1891.82,0.337,2020-11-16 03:00:00,1891.82,TP
508,SELL,2020-11-20 09:00:00,1865.99,1871.62,1864.02,0.35,2020-11-20 13:00:00,1864.02,TP
509,BUY,2020-11-23 19:00:00,1839.76,1825.35,1868.48,1.993,2020-11-24 04:00:00,1825.35,SL
510,BUY,2020-11-24 18:00:00,1803.43,1798.91,1810.24,1.507,2020-11-25 01:00:00,1810.24,TP
511,SELL,2020-12-08 08:00:00,1867.11,1875.56,1863.72,0.401,2020-12-08 10:00:00,1863.72,TP
512,BUY,2020-12-09 07:00:00,1859.14,1830.4,1870.08,0.381,2020-12-09 20:00:00,1830.4,SL
513,BUY,2021-01-06 21:00:00,1918.4,1892.65,1957.73,1.527,2021-01-08 10:00:00,1892.65,SL
514,BUY,2021-01-08 21:00:00,1846.53,1825.81,1890.78,2.136,2021-01-11 03:00:00,1825.81,SL
515,SELL,2021-01-25 14:00:00,1863.09,1870.07,1852.08,1.577,2021-01-25 17:00:00,1852.08,TP
516,SELL,2021-02-05 13:00:00,1802.84,1818.2,1795.23,0.495,2021-02-05 15:00:00,1795.23,TP
517,BUY,2021-02-09 17:00:00,1839.43,1828.83,1846.57,0.674,2021-02-10 09:00:00,1846.57,TP
518,SELL,2021-02-18 06:00:00,1782.67,1793.26,1771.98,1.009,2021-02-18 17:00:00,1771.98,TP
519,BUY,2021-02-19 21:00:00,1780.25,1768.77,1785.84,0.487,2021-02-22 01:00:00,1785.84,TP
520,SELL,2021-02-26 12:00:00,1764.52,1774.8,1759.42,0.496,2021-02-26 13:00:00,1759.42,TP
521,BUY,2021-03-03 04:00:00,1732.85,1720.33,1738.15,0.423,2021-03-03 15:00:00,1720.33,SL
522,BUY,2021-03-08 07:00:00,1707.74,1697.96,1713.24,0.562,2021-03-08 09:00:00,1697.96,SL
523,BUY,2021-03-08 16:00:00,1686.9,1680.63,1707.77,3.329,2021-03-08 17:00:00,1680.63,SL
524,SELL,2021-03-19 12:00:00,1736.96,1752.47,1731.69,0.34,2021-03-22 08:00:00,1731.69,TP
525,SELL,2021-03-24 10:00:00,1731.07,1741.02,1727.64,0.345,2021-03-25 14:00:00,1727.64,TP
526,SELL,2021-04-06 13:00:00,1732.8,1737.67,1730.17,0.54,2021-04-06 15:00:00,1737.67,SL
527,BUY,2021-04-08 12:00:00,1743.24,1738.64,1745.18,0.422,2021-04-08 13:00:00,1745.18,TP
528,BUY,2021-04-21 19:00:00,1790.85,1781.81,1795.82,0.55,2021-04-22 04:00:00,1795.82,TP
529,SELL,2021-04-26 07:00:00,1780.29,1795.13,1774.67,0.379,2021-04-26 15:00:00,1774.67,TP
530,BUY,2021-05-04 11:00:00,1785.84,1777.51,1792.61,0.813,2021-05-04 16:00:00,1792.61,TP
531,BUY,2021-05-04 20:00:00,1778.43,1767.39,1794.88,1.49,2021-05-06 09:00:00,1794.88,TP
532,BUY,2021-05-10 11:00:00,1836.27,1831.1,1838.52,0.435,2021-05-10 13:00:00,1838.52,TP
533,BUY,2021-05-17 13:00:00,1848.98,1843.57,1852.74,0.695,2021-05-17 16:00:00,1852.74,TP
534,BUY,2021-05-19 23:00:00,1870.15,1852.23,1889.06,1.055,2021-05-21 16:00:00,1889.06,TP
535,SELL,2021-06-01 06:00:00,1911.51,1917.48,1904.29,1.209,2021-06-01 16:00:00,1904.29,TP
536,SELL,2021-06-14 19:00:00,1864.24,1873.87,1848.35,1.65,2021-06-16 21:00:00,1848.35,TP
537,SELL,2021-06-17 03:00:00,1817.7,1840.27,1810.21,0.332,2021-06-17 09:00:00,1810.21,TP
538,SELL,2021-06-28 03:00:00,1780.55,1789.63,1777.12,0.378,2021-06-28 04:00:00,1777.12,TP
539,BUY,2021-06-30 23:00:00,1769.65,1763.8,1772.25,0.444,2021-07-01 05:00:00,1772.25,TP
540,SELL,2021-07-09 19:00:00,1810.35,1818.33,1800.25,1.266,2021-07-12 09:00:00,1800.25,TP
541,BUY,2021-07-14 20:00:00,1823.79,1814.7,1828.61,0.53,2021-07-15 01:00:00,1828.61,TP
542,BUY,2021-08-16 10:00:00,1774.57,1762.23,1780.61,0.489,2021-08-16 15:00:00,1780.61,TP
543,BUY,2021-08-18 19:00:00,1782.97,1770.8,1788.2,0.43,2021-08-18 21:00:00,1788.2,TP
544,SELL,2021-08-26 19:00:00,1792.24,1802.5,1784.14,0.789,2021-08-27 08:00:00,1802.5,SL
545,SELL,2021-09-21 19:00:00,1776.75,1786.57,1766.04,1.091,2021-09-22 21:00:00,1786.57,SL
546,SELL,2021-09-30 07:00:00,1732.7,1740.45,1730.28,0.312,2021-09-30 09:00:00,1730.28,TP
547,SELL,2021-10-05 22:00:00,1760.2,1766.81,1752.5,1.165,2021-10-06 07:00:00,1752.5,TP
548,BUY,2021-10-07 17:00:00,1756.63,1748.03,1762.19,0.647,2021-10-08 14:00:00,1762.19,TP
549,SELL,2021-10-14 15:00:00,1799.05,1803.5,1788.48,2.375,2021-10-15 10:00:00,1788.48,TP
550,BUY,2021-10-20 04:00:00,1772.52,1763.0,1781.64,0.958,2021-10-20 14:00:00,1781.64,TP
551,SELL,2021-11-01 01:00:00,1780.13,1796.23,1774.14,0.372,2021-11-02 09:00:00,1796.23,SL
552,SELL,2021-11-04 03:00:00,1775.54,1785.58,1764.86,1.064,2021-11-04 14:00:00,1785.58,SL
553,SELL,2021-11-18 07:00:00,1866.46,1870.31,1864.98,0.384,2021-11-18 08:00:00,1864.98,TP
554,BUY,2021-11-30 10:00:00,1792.79,1788.15,1795.8,0.649,2021-11-30 11:00:00,1795.8,TP
555,BUY,2021-12-23 07:00:00,1806.16,1803.13,1807.12,0.317,2021-12-23 09:00:00,1807.12,TP
556,SELL,2022-01-25 18:00:00,1849.4,1860.69,1837.82,1.026,2022-01-26 16:00:00,1837.82,TP
557,SELL,2022-02-10 20:00:00,1835.28,1848.13,1830.46,0.375,2022-02-10 21:00:00,1830.46,TP
558,SELL,2022-02-24 07:00:00,1940.48,1959.29,1913.47,1.436,2022-02-24 12:00:00,1959.29,SL
559,BUY,2022-02-24 15:00:00,1959.31,1938.95,1973.72,0.708,2022-02-24 16:00:00,1938.95,SL
560,BUY,2022-02-28 04:00:00,1909.48,1886.73,1919.79,0.453,2022-03-01 12:00:00,1919.79,TP
561,BUY,2022-03-01 15:00:00,1916.83,1906.26,1925.2,0.792,2022-03-01 16:00:00,1925.2,TP
562,SELL,2022-03-02 03:00:00,1935.57,1967.19,1916.37,0.607,2022-03-02 12:00:00,1916.37,TP
563,BUY,2022-03-07 06:00:00,1989.61,1965.52,1997.76,0.338,2022-03-07 10:00:00,1997.76,TP
564,BUY,2022-03-08 23:00:00,2050.15,2003.67,2069.36,0.413,2022-03-09 15:00:00,2003.67,SL
565,SELL,2022-03-17 07:00:00,1934.37,1943.68,1907.56,2.88,2022-03-17 12:00:00,1943.68,SL
566,SELL,2022-03-29 23:00:00,1919.31,1925.11,1897.03,3.841,2022-03-30 05:00:00,1925.11,SL
567,SELL,2022-04-21 17:00:00,1945.59,1952.66,1939.89,0.806,2022-04-21 18:00:00,1939.89,TP
568,SELL,2022-05-04 23:00:00,1881.75,1892.69,1866.92,1.356,2022-05-05 02:00:00,1892.69,SL
569,SELL,2022-05-27 14:00:00,1858.38,1863.29,1856.86,0.31,2022-05-27 15:00:00,1856.86,TP
570,BUY,2022-05-30 12:00:00,1858.18,1849.37,1861.27,0.351,2022-05-31 03:00:00,1849.37,SL
571,SELL,2022-06-03 04:00:00,1871.94,1876.87,1868.36,0.726,2022-06-03 06:00:00,1868.36,TP
572,BUY,2022-06-03 22:00:00,1850.74,1844.4,1863.42,2.0,2022-06-06 04:00:00,1844.4,SL
573,BUY,2022-06-10 16:00:00,1833.71,1810.97,1845.58,0.522,2022-06-10 17:00:00,1845.58,TP
574,BUY,2022-06-17 08:00:00,1845.42,1825.38,1856.47,0.551,2022-06-22 07:00:00,1825.38,SL
575,BUY,2022-07-06 22:00:00,1739.43,1722.24,1765.35,1.508,2022-07-13 15:00:00,1722.24,SL
576,BUY,2022-07-22 22:00:00,1724.15,1715.98,1734.71,1.293,2022-07-25 12:00:00,1734.71,TP
577,SELL,2022-08-02 16:00:00,1780.5,1804.7,1772.25,0.341,2022-08-02 20:00:00,1772.25,TP
578,SELL,2022-08-03 09:00:00,1767.84,1778.48,1757.08,1.011,2022-08-03 17:00:00,1757.08,TP
579,BUY,2022-08-05 17:00:00,1777.92,1763.45,1787.88,0.688,2022-08-08 17:00:00,1787.88,TP
580,SELL,2022-08-10 16:00:00,1795.67,1811.9,1790.51,0.318,2022-08-10 21:00:00,1790.51,TP
581,SELL,2022-08-16 19:00:00,1776.3,1781.99,1771.76,0.798,2022-08-17 09:00:00,1781.99,SL
582,SELL,2022-08-29 18:00:00,1740.5,1753.91,1721.57,1.412,2022-08-30 17:00:00,1721.57,TP
583,BUY,2022-09-01 19:00:00,1694.95,1680.84,1701.81,0.486,2022-09-02 09:00:00,1701.81,TP
584,BUY,2022-09-09 18:00:00,1716.85,1709.3,1727.33,1.388,2022-09-12 12:00:00,1727.33,TP
585,BUY,2022-09-26 22:00:00,1624.29,1615.71,1646.27,2.562,2022-09-28 10:00:00,1615.71,SL
586,SELL,2022-09-29 20:00:00,1658.2,1670.83,1653.29,0.389,2022-09-30 10:00:00,1670.83,SL
587,SELL,2022-10-03 23:00:00,1699.62,1706.79,1662.29,5.206,2022-10-04 09:00:00,1706.79,SL
588,SELL,2022-11-03 18:00:00,1627.17,1636.96,1618.37,0.899,2022-11-04 04:00:00,1636.96,SL
589,BUY,2022-11-15 13:00:00,1776.92,1768.76,1782.92,0.735,2022-11-15 15:00:00,1782.92,TP
590,SELL,2022-11-17 11:00:00,1765.53,1774.57,1762.4,0.346,2022-11-17 12:00:00,1762.4,TP
591,SELL,2022-12-05 07:00:00,1807.41,1811.92,1795.99,2.532,2022-12-05 11:00:00,1795.99,TP
592,BUY,2022-12-05 22:00:00,1766.77,1744.91,1797.91,1.425,2022-12-09 13:00:00,1797.91,TP
593,BUY,2022-12-21 19:00:00,1816.87,1811.88,1818.74,0.375,2022-12-22 03:00:00,1818.74,TP
594,BUY,2022-12-28 13:00:00,1803.28,1795.52,1810.36,0.912,2022-12-29 10:00:00,1810.36,TP
595,BUY,2023-01-04 22:00:00,1855.33,1844.7,1858.58,0.306,2023-01-05 03:00:00,1858.58,TP
596,BUY,2023-01-12 10:00:00,1882.11,1875.84,1884.46,0.375,2023-01-12 11:00:00,1884.46,TP
597,SELL,2023-01-16 06:00:00,1922.37,1932.94,1916.93,0.515,2023-01-16 07:00:00,1916.93,TP
598,SELL,2023-02-27 18:00:00,1816.96,1824.23,1811.42,0.762,2023-02-28 09:00:00,1811.42,TP
599,SELL,2023-03-03 14:00:00,1845.78,1860.11,1838.44,0.512,2023-03-07 15:00:00,1838.44,TP
600,BUY,2023-03-07 22:00:00,1814.01,1807.84,1820.09,0.985,2023-03-08 16:00:00,1820.09,TP
601,SELL,2023-03-09 18:00:00,1825.98,1841.97,1817.95,0.502,2023-03-10 15:00:00,1841.97,SL
602,SELL,2023-03-15 16:00:00,1924.44,1954.78,1887.66,1.212,2023-03-17 16:00:00,1954.78,SL
603,BUY,2023-03-20 05:00:00,1973.39,1955.31,1988.17,0.817,2023-03-20 07:00:00,1988.17,TP
604,SELL,2023-03-22 21:00:00,1972.68,1982.89,1945.81,2.632,2023-03-23 08:00:00,1982.89,SL
605,BUY,2023-03-23 22:00:00,1993.97,1977.67,1999.59,0.345,2023-03-24 12:00:00,1999.59,TP
606,BUY,2023-03-31 12:00:00,1978.41,1963.95,1984.22,0.402,2023-03-31 15:00:00,1984.22,TP
607,SELL,2023-04-06 20:00:00,2009.99,2021.0,2003.68,0.573,2023-04-10 01:00:00,2003.68,TP
608,BUY,2023-04-10 10:00:00,1997.45,1981.42,2011.68,0.888,2023-04-12 04:00:00,2011.68,TP
609,SELL,2023-04-17 22:00:00,1996.28,2010.66,1985.29,0.764,2023-04-18 17:00:00,2010.66,SL
610,BUY,2023-04-19 16:00:00,1990.65,1963.1,2007.31,0.605,2023-04-20 15:00:00,2007.31,TP
611,BUY,2023-04-25 09:00:00,1994.28,1988.28,1996.92,0.44,2023-04-25 10:00:00,1988.28,SL
612,BUY,2023-04-26 08:00:00,1996.21,1988.25,1998.9,0.338,2023-04-26 09:00:00,1998.9,TP
613,SELL,2023-04-27 23:00:00,1987.74,2001.22,1982.28,0.405,2023-04-28 10:00:00,1982.28,TP
614,BUY,2023-05-05 18:00:00,2015.23,1984.43,2049.78,1.122,2023-05-17 12:00:00,1984.43,SL
615,SELL,2023-05-19 10:00:00,1966.97,1977.07,1962.63,0.43,2023-05-19 14:00:00,1962.63,TP
616,SELL,2023-05-26 13:00:00,1953.39,1962.55,1948.67,0.515,2023-05-26 15:00:00,1948.67,TP
617,BUY,2023-07-05 18:00:00,1923.24,1911.93,1929.31,0.537,2023-07-06 15:00:00,1911.93,SL
618,BUY,2023-07-20 12:00:00,1980.93,1976.81,1986.48,1.347,2023-07-20 15:00:00,1976.81,SL
619,BUY,2023-07-27 02:00:00,1971.99,1967.71,1977.17,1.21,2023-07-27 04:00:00,1977.17,TP
620,SELL,2023-08-14 21:00:00,1908.07,1915.0,1904.24,0.553,2023-08-15 04:00:00,1904.24,TP
621,SELL,2023-08-30 18:00:00,1944.94,1954.84,1936.16,0.887,2023-09-01 17:00:00,1936.16,TP
622,BUY,2023-09-15 19:00:00,1925.37,1916.07,1928.52,0.339,2023-09-18 05:00:00,1928.52,TP
623,BUY,2023-09-18 12:00:00,1926.95,1923.21,1929.9,0.789,2023-09-18 17:00:00,1923.21,SL
624,BUY,2023-09-21 17:00:00,1920.17,1909.72,1925.25,0.486,2023-09-22 05:00:00,1925.25,TP
625,SELL,2023-10-12 11:00:00,1880.34,1889.06,1875.43,0.563,2023-10-12 15:00:00,1875.43,TP
626,SELL,2023-10-13 16:00:00,1910.64,1926.43,1876.97,2.132,2023-10-13 19:00:00,1926.43,SL
627,SELL,2023-10-16 01:00:00,1924.39,1941.29,1876.97,2.806,2023-10-18 05:00:00,1941.29,SL
628,BUY,2023-10-23 06:00:00,1973.66,1952.11,1991.62,0.833,2023-10-26 11:00:00,1991.62,TP
629,SELL,2023-11-06 13:00:00,1987.71,1993.16,1983.44,0.783,2023-11-06 14:00:00,1983.44,TP
630,BUY,2023-12-04 18:00:00,2025.92,2014.07,2070.88,3.794,2023-12-05 17:00:00,2014.07,SL
631,BUY,2023-12-14 04:00:00,2032.72,2021.49,2037.93,0.464,2023-12-14 10:00:00,2037.93,TP
632,BUY,2023-12-19 23:00:00,2040.13,2028.36,2044.26,0.351,2023-12-20 23:00:00,2028.36,SL
633,SELL,2023-12-22 03:00:00,2048.67,2070.5,2039.02,0.442,2023-12-22 17:00:00,2070.5,SL
634,BUY,2023-12-22 19:00:00,2055.35,2047.37,2068.55,1.654,2023-12-26 22:00:00,2068.55,TP
635,SELL,2024-01-02 04:00:00,2067.83,2074.87,2063.68,0.589,2024-01-02 07:00:00,2074.87,SL
636,SELL,2024-01-09 11:00:00,2035.43,2043.84,2032.78,0.315,2024-01-09 15:00:00,2032.78,TP
637,BUY,2024-01-12 21:00:00,2047.29,2037.72,2056.03,0.913,2024-01-15 04:00:00,2056.03,TP
638,SELL,2024-01-17 11:00:00,2024.0,2033.0,2019.19,0.534,2024-01-17 15:00:00,2019.19,TP
639,BUY,2024-01-19 19:00:00,2028.93,2020.26,2035.27,0.731,2024-01-22 08:00:00,2020.26,SL
640,SELL,2024-02-05 18:00:00,2022.08,2028.45,2016.08,0.942,2024-02-06 03:00:00,2028.45,SL
641,BUY,2024-02-26 04:00:00,2030.82,2024.03,2040.56,1.434,2024-02-29 15:00:00,2040.56,TP
642,BUY,2024-03-21 19:00:00,2180.86,2156.01,2207.7,1.08,2024-03-28 12:00:00,2207.7,TP
643,BUY,2024-04-01 19:00:00,2238.07,2217.95,2252.5,0.717,2024-04-02 01:00:00,2252.5,TP
644,BUY,2024-04-04 23:00:00,2290.95,2271.58,2304.06,0.677,2024-04-05 04:00:00,2271.58,SL
645,BUY,2024-04-08 18:00:00,2327.83,2306.06,2340.08,0.563,2024-04-08 21:00:00,2340.08,TP
646,BUY,2024-04-16 11:00:00,2369.38,2346.19,2386.34,0.731,2024-04-16 18:00:00,2386.34,TP
647,SELL,2024-04-26 14:00:00,2344.89,2361.46,2329.84,0.908,2024-04-26 17:00:00,2329.84,TP
648,SELL,2024-05-01 10:00:00,2285.83,2293.17,2283.2,0.358,2024-05-01 13:00:00,2293.17,SL
649,SELL,2024-05-01 23:00:00,2319.48,2331.64,2299.34,1.656,2024-05-02 12:00:00,2299.34,TP
650,SELL,2024-05-02 19:00:00,2299.61,2315.05,2291.06,0.554,2024-05-03 15:00:00,2315.05,SL
651,BUY,2024-05-06 13:00:00,2319.37,2311.71,2323.01,0.475,2024-05-06 15:00:00,2323.01,TP
652,SELL,2024-05-10 14:00:00,2372.14,2386.37,2349.47,1.593,2024-05-13 09:00:00,2349.47,TP
653,BUY,2024-05-13 15:00:00,2347.13,2333.87,2363.99,1.271,2024-05-13 18:00:00,2333.87,SL
654,SELL,2024-05-14 18:00:00,2348.03,2359.82,2343.58,0.377,2024-05-15 06:00:00,2359.82,SL
655,SELL,2024-05-20 22:00:00,2426.79,2447.18,2413.9,0.632,2024-05-21 05:00:00,2413.9,TP
656,SELL,2024-06-04 08:00:00,2347.8,2352.83,2345.78,0.402,2024-06-04 09:00:00,2345.78,TP
657,SELL,2024-06-06 20:00:00,2373.18,2383.66,2357.61,1.486,2024-06-07 07:00:00,2383.66,SL
658,BUY,2024-06-18 15:00:00,2313.96,2303.59,2324.46,1.013,2024-06-18 16:00:00,2324.46,TP
659,BUY,2024-06-28 05:00:00,2323.66,2313.43,2327.8,0.405,2024-06-28 09:00:00,2327.8,TP
660,BUY,2024-07-08 14:00:00,2375.39,2362.29,2385.04,0.737,2024-07-08 18:00:00,2362.29,SL
661,BUY,2024-07-17 22:00:00,2457.93,2430.99,2482.84,0.925,2024-07-19 03:00:00,2430.99,SL
662,SELL,2024-07-30 21:00:00,2404.8,2424.81,2385.24,0.978,2024-07-31 09:00:00,2424.81,SL
663,BUY,2024-08-01 13:00:00,2435.06,2425.08,2446.87,1.183,2024-08-01 15:00:00,2446.87,TP
664,BUY,2024-08-02 19:00:00,2430.36,2403.94,2469.82,1.494,2024-08-05 14:00:00,2403.94,SL
665,SELL,2024-08-05 20:00:00,2404.89,2428.65,2374.41,1.283,2024-08-09 05:00:00,2428.65,SL
666,BUY,2024-08-14 20:00:00,2441.42,2433.68,2474.66,4.295,2024-08-15 16:00:00,2433.68,SL
667,BUY,2024-08-22 18:00:00,2481.82,2462.77,2507.17,1.331,2024-08-23 17:00:00,2507.17,TP
668,BUY,2024-09-06 18:00:00,2505.47,2493.72,2522.17,1.421,2024-09-06 19:00:00,2493.72,SL
669,BUY,2024-09-11 12:00:00,2523.14,2518.53,2526.53,0.735,2024-09-11 15:00:00,2518.53,SL
670,BUY,2024-09-30 15:00:00,2638.87,2623.42,2657.8,1.225,2024-10-01 16:00:00,2657.8,TP
671,BUY,2024-10-03 07:00:00,2654.91,2647.07,2660.19,0.673,2024-10-03 10:00:00,2647.07,SL
672,SELL,2024-10-09 05:00:00,2618.44,2647.52,2609.05,0.323,2024-10-09 16:00:00,2609.05,TP
673,BUY,2024-10-30 05:00:00,2778.97,2773.39,2781.74,0.496,2024-10-30 07:00:00,2781.74,TP
674,SELL,2024-11-06 11:00:00,2724.65,2743.65,2706.84,0.937,2024-11-06 13:00:00,2706.84,TP
675,BUY,2024-11-12 13:00:00,2597.83,2584.71,2624.05,1.998,2024-11-13 19:00:00,2584.71,SL
676,BUY,2024-11-25 06:00:00,2672.5,2654.63,2719.87,2.651,2024-11-25 16:00:00,2654.63,SL
677,BUY,2024-11-25 18:00:00,2632.08,2620.94,2680.75,4.369,2024-11-25 20:00:00,2620.94,SL
678,BUY,2024-11-25 21:00:00,2625.65,2610.95,2680.75,3.748,2024-11-26 01:00:00,2610.95,SL
679,BUY,2024-11-27 18:00:00,2638.97,2627.0,2656.26,1.444,2024-11-28 03:00:00,2627.0,SL
680,BUY,2024-12-16 01:00:00,2651.4,2638.23,2662.09,0.812,2024-12-16 13:00:00,2662.09,TP
681,SELL,2024-12-19 22:00:00,2596.88,2616.72,2588.44,0.425,2024-12-20 16:00:00,2616.72,SL
682,BUY,2024-12-23 19:00:00,2611.2,2602.2,2617.0,0.644,2024-12-24 01:00:00,2617.0,TP
683,SELL,2025-01-09 16:00:00,2672.46,2690.17,2662.3,0.574,2025-01-10 16:00:00,2690.17,SL
684,BUY,2025-01-21 12:00:00,2719.73,2702.86,2729.77,0.595,2025-01-21 15:00:00,2729.77,TP
685,BUY,2025-01-27 21:00:00,2739.35,2724.61,2771.16,2.158,2025-01-30 10:00:00,2771.16,TP
686,BUY,2025-02-03 19:00:00,2817.37,2807.44,2829.51,1.223,2025-02-04 09:00:00,2807.44,SL
687,BUY,2025-02-04 10:00:00,2815.16,2797.92,2823.24,0.469,2025-02-04 15:00:00,2823.24,TP
688,SELL,2025-02-06 19:00:00,2852.2,2864.96,2841.99,0.8,2025-02-07 03:00:00,2864.96,SL
689,BUY,2025-02-11 16:00:00,2896.64,2876.03,2922.61,1.26,2025-02-12 15:00:00,2876.03,SL
690,SELL,2025-02-17 08:00:00,2896.42,2928.52,2879.36,0.531,2025-02-18 16:00:00,2928.52,SL
691,BUY,2025-02-25 04:00:00,2948.6,2941.01,2952.64,0.532,2025-02-25 05:00:00,2941.01,SL
692,SELL,2025-02-28 19:00:00,2845.09,2864.93,2833.45,0.587,2025-03-03 01:00:00,2864.93,SL
693,SELL,2025-04-03 18:00:00,3110.48,3149.66,3076.24,0.874,2025-04-04 15:00:00,3076.24,TP
694,SELL,2025-04-07 06:00:00,3018.94,3087.45,2978.75,0.587,2025-04-07 19:00:00,2978.75,TP
695,BUY,2025-04-07 23:00:00,2982.01,2939.27,3014.84,0.768,2025-04-08 09:00:00,3014.84,TP
696,BUY,2025-04-22 23:00:00,3380.93,3343.45,3456.52,2.017,2025-04-23 01:00:00,3343.45,SL
697,BUY,2025-05-06 09:00:00,3364.76,3323.52,3379.6,0.36,2025-05-06 11:00:00,3379.6,TP
698,BUY,2025-05-08 10:00:00,3342.95,3309.22,3408.3,1.937,2025-05-08 19:00:00,3309.22,SL
699,BUY,2025-05-09 06:00:00,3308.07,3258.72,3323.84,0.32,2025-05-09 07:00:00,3323.84,TP
700,SELL,2025-05-09 09:00:00,3325.31,3362.93,3291.28,0.905,2025-05-12 01:00:00,3291.28,TP
701,BUY,2025-05-16 16:00:00,3180.45,3130.63,3209.27,0.578,2025-05-19 01:00:00,3209.27,TP
702,SELL,2025-05-21 02:00:00,3290.59,3339.84,3242.39,0.979,2025-05-22 04:00:00,3339.84,SL
